Lab Name,Sectors,Location,Institution,Latitude,Longitude
Research Aircraft Fleet,"Aerospace and satellites, Defence and security industries, Environmental technologies and related services, Forestry and forest-based industries, Manufacturing and processing, Professional and technical services (including legal services, architecture, engineering), Transportation","1920 Research Private, Ottawa, ON, K1V 1J8, Canada",National Research Council Canada,45.3251844,-75.66593929999999
Research Centre for Women’s and Infants’ Health (RCWIH) BioBank,"Life sciences, pharmaceuticals and medical equipment","Joseph and Wolf Lebovic Health Complex, Toronto, ON, M5T 3L9, Canada",Sinai Health System,43.6576266,-79.3914705
Research Core Facilities,"Education, Life sciences, pharmaceuticals and medical equipment","209 Victoria St., Toronto, ON, M5B 1T8, Canada",Unity Health Toronto,43.6546904,-79.37867320000001
Research magnetoencephalography (MEG) facility,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","555 University Avenue, Toronto, ON, M5G 1X8, Canada",The Hospital for Sick Children,43.6570007,-79.3889907
Resilience Design Lab (rLab),"Environmental technologies and related services, Fisheries and aquaculture, Information and communication technologies and media, Management and business related services, Policy and governance","100 McCaul Street, Toronto, ON, M5T 1W1, Canada",Ontario College of Art and Design University (OCAD University),43.65318449999999,-79.3914842
Robarts Imaging Laboratories,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Professional and technical services (including legal services, architecture, engineering)","100 Perth Drive, London, ON, N6A 5K8, Canada",Western University (The University of Western Ontario),43.0118731,-81.2736177
S.M.A.R.T. Laboratory for High-Throughput Screening Programs,"Life sciences, pharmaceuticals and medical equipment","600 University Avenue, Toronto, ON, M5G 1X5, Canada",Sinai Health System,43.6573971,-79.39033479999999
Scientific Services Division Flow Cytometry Facility,"Agriculture, animal science and food, Life sciences, pharmaceuticals and medical equipment","Frederick G Banting Building, Ottawa, ON, K1A 0K9, Canada",Health Canada,45.4048101,-75.741801
Screen Industries Research and Training (SIRT) Centre,"Arts and cultural industries, Education, Healthcare and social services, Information and communication technologies and media, Management and business related services","225 Commissioners Street, Toronto, ON, M4M 0A1, Canada",Sheridan College Institute of Technology and Advanced Learning,43.6488962,-79.3424309
Secure Empirical Analysis Lab (SEAL),"Education, Financial services and insurance, Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Policy and governance, Tourism and hospitality","1280 Main St West, LRW 5803, Hamilton, ON, L8S 4K1, Canada",McMaster University,43.2586283,-79.91950349999999
Sedimentary Processes Characterization and Analyses,"Agriculture, animal science and food, Construction (including building, civil engineering, specialty trades), Education, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Mining, minerals and metals","Department of Geography, Guelph, ON, N1G 2W1, Canada",University of Guelph,43.5292021,-80.2307372
Sedimentology Laboratory,"Construction (including building, civil engineering, specialty trades), Energy, Environmental technologies and related services, Mining, minerals and metals","601 Booth Street, Ottawa, ON, K1A 0E8, Canada",Natural Resources Canada,45.4019226,-75.7055699
Shallow Water Earth Observation Laboratory (SWEOL),"Aerospace and satellites, Environmental technologies and related services, Ocean industries, Transportation","60 University Private, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.4233084,-75.68588079999999
SHARCNET,"Aerospace and satellites, Automotive, Chemical industries, Clean technology, Defence and security industries, Education, Energy, Environmental technologies and related services, Financial services and insurance, Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Mining, minerals and metals, Utilities","1151 Richmond Street N., London, ON, N6A 5B7, Canada",Western University (The University of Western Ontario),43.0083511,-81.2620991
Silicon Hall (Micro-Nano Fabrication Facility),"Energy, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","2000 Simcoe St. N, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
SIM Social Work Research Lab,"Education, Healthcare and social services, Professional and technical services (including legal services, architecture, engineering)","1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.38146159999999,-75.69917389999999
Sinton Lab (fluidics and energy),"Energy, Environmental technologies and related services, Mining, minerals and metals","5 King’s College Rd., Toronto, ON, M5S 3G8, Canada",University of Toronto,43.66010259999999,-79.3939125
"Sleep, Sedation and Anesthetic Sciences","Life sciences, pharmaceuticals and medical equipment","Medical Sciences Building, 1 King’s College Circle, Toronto, ON, M5S 1A8, Canada",University of Toronto,43.66080050000001,-79.39350089999999
Smart and Adaptive Materials,"Aerospace and satellites, Automotive, Consumer durables, Defence and security industries, Manufacturing and processing","Mechanical Engineering, 5 King’s College Rd, Toronto, ON, M5S 3G8, Canada",University of Toronto,43.66010259999999,-79.3939125
SMART Centre,"Automotive, Clean technology, Environmental technologies and related services, Information and communication technologies and media, Management and business related services, Manufacturing and processing, Professional and technical services (including legal services, architecture, engineering)","96 Grand Avenue, Cambridge, ON, N1S 2L9, Canada",Conestoga College Institute of Technology and Advanced Learning,43.3535324,-80.3177961
Smart Connected Vehicles Innovation Centre (SCVIC),"Automotive, Defence and security industries, Information and communication technologies and media, Transportation","535 Legget Drive, Ottawa, ON, K2K 3B8, Canada",University of Ottawa,45.3479189,-75.9191479
"Smith Laboratory, Department of Chemistry","Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.38146159999999,-75.69917389999999
SNOLAB,"Aerospace and satellites, Clean technology, Defence and security industries, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Mining, minerals and metals","1039 Regional Road 24, Lively, ON, P3Y 1N2, Canada",Queen's University,46.4491278,-81.1502584
Social and Technological Systems (SaTS) Lab,"Arts and cultural industries, Healthcare and social services, Information and communication technologies and media","86 Fine Arts Rd., North York, Toronto, ON, M3J 1P3, Canada",York University,43.7720368,-79.50234010000001
Social Psychophysiological Research & Quantitative Methods Laboratory,"Education, Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Management and business related services, Policy and governance","Sidney Smith Hall, 100 St. George Street, Toronto, ON, M5S 3G3, Canada",University of Toronto,43.662523,-79.39854249999999
Software Engineering and Education Research (SEER) Lab,"Education, Information and communication technologies and media, Professional and technical services (including legal services, architecture, engineering)","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
Soil Ecosystem and Water Dynamics Laboratory,"Agriculture, animal science and food","200 University Avenue West, Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
Southern Ontario Centre for Atmospheric Aerosol Research (SOCAAR),"Chemical industries, Clean technology, Energy, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment, Professional and technical services (including legal services, architecture, engineering), Transportation, Utilities","200 College Street, Toronto, ON, M5S 3E5, Canada",University of Toronto,43.6589603,-79.39564469999999
Space and Terrestrial Autonomous Robotic Systems (STARS) Laboratory,"Aerospace and satellites, Defence and security industries, Education, Information and communication technologies and media","Institute for Aerospace Studies,4925 Dufferin Street, Toronto, ON, M3H 5T6, Canada",University of Toronto,43.78193630000001,-79.46546649999999
Sport Officiating Studies (SOS) Centre,"Arts and cultural industries, Education, Management and business related services, Policy and governance","2000 Simcoe Street North, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
St. Michael's Hospital MRI Research Centre,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","30 Bond Street, Toronto, ON, M5B 1W8, Canada",Unity Health Toronto,43.653623,-79.37783499999999
STEAM-3D Maker Lab,"Arts and cultural industries, Education, Information and communication technologies and media, Policy and governance","61 Charles Street, Oshawa, ON, L1H 4X8, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.8974094,-78.857935
StemCore Laboratories,"Agriculture, animal science and food, Education, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","501 Smyth Road, Ottawa, ON, K1H 8L6, Canada",The Ottawa Hospital,45.40100899999999,-75.6477007
Structural and Biophysical Core Facility,"Agriculture, animal science and food, Chemical industries, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","Peter Gilgan Centre for Research and Learning, Toronto, ON, M5G 0A4, Canada",The Hospital for Sick Children,43.6575916,-79.38492719999999
Structural Genomics Consortium,"Life sciences, pharmaceuticals and medical equipment","MaRS Centre, 7th Floor  South Tower; 101 College Street, Toronto, ON, M5G1L7, Canada",University of Toronto,43.6599298,-79.3886594
Structural Integrity Laboratory,"Aerospace and satellites, Defence and security industries, Manufacturing and processing, Professional and technical services (including legal services, architecture, engineering), Transportation","1200 Montreal Road, Ottawa, ON, K1A 0R6, Canada",National Research Council Canada,45.4460011,-75.6195559
Structural Testing Facility,"Construction (including building, civil engineering, specialty trades), Defence and security industries, Transportation, Utilities","Galbraith Building, Toronto, ON, M5S 1A4, Canada",University of Toronto,43.6598852,-79.39635249999999
"Structures, Materials and Corrosion (SMC) Laboratory - Civil infrastructure testing facilities","Construction (including building, civil engineering, specialty trades), Defence and security industries, Mining, minerals and metals, Professional and technical services (including legal services, architecture, engineering), Transportation, Utilities","1200 Montreal Road, Ottawa, ON, K1A 0R6, Canada",National Research Council Canada,45.4460011,-75.6195559
STTARR Innovation Centre (Spatio-Temporal Targeting and Amplification of Radiation Response Program),Healthcare and social services,"101 College St., Toronto, ON, M5G 1L7, Canada",University Health Network,43.6598399,-79.3880784
SUNLAB,"Aerospace and satellites, Clean technology, Energy, Information and communication technologies and media, Manufacturing and processing","25 Templeton Street, Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.42095620000001,-75.678484
Surface Science Western (SSW),"Automotive, Chemical industries, Energy, Manufacturing and processing, Mining, minerals and metals","999 Collip Circle, London, ON, N6G 0J3, Canada",Western University (The University of Western Ontario),43.0153034,-81.28025219999999
Synthetic Organic Chemistry Research Lab,"Agriculture, animal science and food, Chemical industries, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.38146159999999,-75.69917389999999
Taipale Lab,"Life sciences, pharmaceuticals and medical equipment","Donnelly Centre, 160 College St, Toronto, ON, M5S 3E1, Canada",University of Toronto,43.6600669,-79.39307269999999
Technology-Enhanced Biopharmaceuticals Development and Manufacturing (TEnDev): Mirror Lab,"Chemical industries, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","4700 Keele Street, Toronto, ON, M3J 1P3, Canada",York University,43.7716501,-79.5013207
Temerty Centre for Therapeutic Brain Intervention,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","1001 Queen Street West, Unit 4-1, Toronto, ON, M6J 1H4, Canada",Centre for Addiction and Mental Health (CAMH),43.6435768,-79.4176391
The Centre for Advanced Research in Experimental and Applied Linguistics (ARiEAL),"Defence and security industries, Education, Healthcare and social services, Information and communication technologies and media, Policy and governance","1280 Main Street West, Hamilton, ON, L8P 4J1, Canada",McMaster University,43.2652363,-79.91511609999999
The Centre for Applied Genomics (TCAG),"Agriculture, animal science and food, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","686 Bay St., Toronto, ON, M5G 0A4, Canada",The Hospital for Sick Children,43.6575389,-79.38473239999999
The Centre for Microbial Chemical Biology (CMCB),"Agriculture, animal science and food, Chemical industries, Education, Environmental technologies and related services, Fisheries and aquaculture, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","1280 Main Street West, MDCL-2330, Hamilton, ON, L8S 4K1, Canada",McMaster University,43.261057,-79.9168289
The Centre for Phenogenomics (TCP),"Life sciences, pharmaceuticals and medical equipment","25 Orde Street, Toronto, ON, M5T 3H7, Canada",Sinai Health System,43.6581024,-79.39219969999999
The Centre for the Analysis of Genome Evolution and Function (CAGEF),"Agriculture, animal science and food, Fisheries and aquaculture, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Mining, minerals and metals, Ocean industries","25 Willcocks Street, Toronto, ON, M5S 3B2, Canada",University of Toronto,43.6615248,-79.39964189999999
"The Diet, Digestive tract and Disease (3D) CFI-ORF Clinical Research Facilities","Agriculture, animal science and food, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Policy and governance","St. Michael's Hospital, 30 Bond Street, Toronto, ON, M5B1W8, Canada",University of Toronto,43.653623,-79.37783499999999
"The Diet, Digestive tract, & Disease (3D) CFI-ORF Basic Science Research Facility","Agriculture, animal science and food, Fisheries and aquaculture, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","Medical Science Building, Room 73631 King’s College Circle, Toronto, ON, M5S1A8, Canada",University of Toronto,43.66080050000001,-79.39350089999999
The Electronic Living Laboratory for Interdisciplinary Cancer Survivorship Research (ELLICSR),"Agriculture, animal science and food, Education, Healthcare and social services, Information and communication technologies and media","200 Elizabeth Street, Toronto, ON, M5G 2C4, Canada",University Health Network,43.65960760000001,-79.3880136
The International Partnership for Queer Youth Resilience (INQYR),"Education, Healthcare and social services, Information and communication technologies and media","246 Bloor St. W., Toronto, ON, M5S 1V4, Canada",University of Toronto,43.6472735,-79.5127803
The Kite Research Institute,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","550 University Avenue, Toronto, ON, M5G 2A2, Canada",University Health Network,43.6567727,-79.3897928
The LIE Lab,"Defence and security industries, Policy and governance, Professional and technical services (including legal services, architecture, engineering)","2 Simcoe Street South, Oshawa, ON, L1H 8C1, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.897281,-78.8638755
The Princess Margaret Living Biobank (PMLB),"Life sciences, pharmaceuticals and medical equipment","101 College Street, Toronto, ON, M5G 1L7, Canada",University Health Network,43.6598399,-79.3880784
The Remote Sensing and Spatial Ecosystem Modeling Laboratory,"Aerospace and satellites, Agriculture, animal science and food, Forestry and forest-based industries","Davis Building, 3359 Mississauga Road, Toronto, ON, L5L 1C6, Canada",University of Toronto,43.5482599,-79.66268409999999
The Royal’s Brain Imaging Centre (BIC),"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","1145 Carling Avenue, Ottawa, ON, K1Z 7K4, Canada",University of Ottawa,45.3885381,-75.72980030000001
The SickKids-UHN Flow Cytometry Facility at PGCRL,"Agriculture, animal science and food, Fisheries and aquaculture, Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Ocean industries","686 Bay Street, Toronto, ON, M5G 0A4, Canada",The Hospital for Sick Children,43.6575389,-79.38473239999999
The SickKids-UHN Flow Cytometry Facility at TMDT,"Agriculture, animal science and food, Fisheries and aquaculture, Forestry and forest-based industries, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Ocean industries","Toronto Medical Discovery Tower (TMDT) Building,East Tower, MaRS Centre, 101 College Street, Toronto, ON, M5G 1L7, Canada",University Health Network,43.6601202,-79.3877351
The Visualization for Information Analysis lab (vialab),"Arts and cultural industries, Education, Information and communication technologies and media, Management and business related services, Policy and governance","2000 Simcoe Street N, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9450679,-78.8966193
The Wilfred and Joyce Posluns Centre for Image Guided Innovation and Therapeutic Intervention,"Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","555 University Avenue, Toronto, ON, M5G 1X9, Canada",The Hospital for Sick Children,43.6570007,-79.3889907
The WindEEE Research Institute,"Aerospace and satellites, Automotive, Clean technology, Construction (including building, civil engineering, specialty trades), Education, Energy, Environmental technologies and related services, Forestry and forest-based industries, Manufacturing and processing, Policy and governance, Professional and technical services (including legal services, architecture, engineering), Utilities","2535 Advanced Avenue, London, ON, N6M 0E2, Canada",Western University (The University of Western Ontario),42.9555065,-81.1250391
Thunder Bay Regional Health Research Institute (TBRHRI),"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Policy and governance","980 Oliver Road, Thunder Bay, ON, P7B 6V4, Canada",Thunder Bay Regional Health Sciences Centre,48.4247135,-89.2691626
Toronto Nanofabrication Centre (TNFC),"Aerospace and satellites, Automotive, Chemical industries, Clean technology, Defence and security industries, Education, Energy, Environmental technologies and related services, Healthcare and social services, Information and communication technologies and media, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","10 King’s College Road, Toronto, ON, M5S 3G4, Canada",University of Toronto,43.6600106,-79.3948345
Trace Inorganic Geochemistry Research Laboratory,"Energy, Environmental technologies and related services, Mining, minerals and metals","601 Booth Street, Ottawa, ON, K1A 0E8, Canada",Natural Resources Canada,45.4019226,-75.7055699
Transmission Electron Microscopy (TEM) Core Facility,"Education, Life sciences, pharmaceuticals and medical equipment","451 Smyth Road, Ottawa, ON, K1H 8M5, Canada",University of Ottawa,45.4022554,-75.6501784
Trent Water Quality Centre,"Agriculture, animal science and food, Chemical industries, Clean technology, Defence and security industries, Education, Energy, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing, Mining, minerals and metals, Utilities","2089 East Bank Drive, Peterborough, ON, K9L 1Z8, Canada",Trent University,44.3584104,-78.2859292
Trustworthy Artificial Intelligence (AI) Lab,"Healthcare and social services, Information and communication technologies and media, Management and business related services","40 Conlin Road, Oshawa, ON, L1G 0C5, Canada",Ontario Tech University (University of Ontario Institute of Technology),43.9477084,-78.8992069
Turbulence and Energy Laboratory,"Automotive, Clean technology, Energy","2285 Wyandotte St W., Windsor, ON, N9B 1K3, Canada",University of Windsor,42.304779,-83.0621261
Turbulence Simulation and Modelling Laboratory,"Aerospace and satellites, Automotive, Energy, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment","130 Stuart Street, Kingston, ON, K7L 3N6, Canada",Queen's University,44.223782,-76.4953645
Two Photon Fluorescence Microscopy (2PFM) Facility,"Life sciences, pharmaceuticals and medical equipment","2075 Bayview Avenue, Toronto, ON, M4N 3M5, Canada",Sunnybrook Health Sciences Centre,43.7217772,-79.3759788
UHN Biospecimen Services,Healthcare and social services,"610 University Ave., Toronto, ON, M5G 2C4, Canada",University Health Network,43.6581169,-79.3907253
UHN Nuclear Magnetic Resonance (NMR) Core Facility,"Education, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","101 College Street, Toronto, ON, M5G 1L7, Canada",University Health Network,43.6598399,-79.3880784
Universal Testing Facility for Advanced Characterization of Automotive Materials,Manufacturing and processing,"401 Sunset Ave, Windsor, ON, N9B 3P4, Canada",University of Windsor,42.3072327,-83.0670514
University of Ottawa Press,"Education, Healthcare and social services, Information and communication technologies and media, Policy and governance","542 King Edward Ave., Ottawa, ON, K1N 6N5, Canada",University of Ottawa,45.42486,-75.6827998
"Validation, Prototyping and Manufacturing Institute (VPMI)","Agriculture, animal science and food, Chemical industries, Environmental technologies and related services, Life sciences, pharmaceuticals and medical equipment, Mining, minerals and metals","1812 Sir Isaac Brock Way, St. Catharines, ON, L2S 3A1, Canada",Brock University,43.1168955,-79.2529493
Visualization and Simulation (VSIM) Centre,"Aerospace and satellites, Defence and security industries, Education, Transportation","VSIM Building, 1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.38051859999999,-75.7002773
Walker Advanced Manufacturing Innovation Centre (WAMIC),"Aerospace and satellites, Automotive, Construction (including building, civil engineering, specialty trades), Environmental technologies and related services, Manufacturing and processing","100 Niagara College Boulevard, Welland, ON, L3C 7L3, Canada",Niagara College,43.0169779,-79.2633249
Warriner’s Lab (food safety and food microbiology),"Agriculture, animal science and food, Chemical industries, Clean technology, Education, Energy, Environmental technologies and related services, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment, Manufacturing and processing","Department of Food Science, 50 Stone Road East, Guelph, ON, N1G 2W1, Canada",University of Guelph,43.52969909999999,-80.2307604
Water and Ice Research Lab (WIRL),"Aerospace and satellites, Agriculture, animal science and food, Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Life sciences, pharmaceuticals and medical equipment, Mining, minerals and metals, Ocean industries, Transportation","Loeb Building,1125 Colonel By Drive, Ottawa, ON, K1S 5B6, Canada",Carleton University,45.3808603,-75.69864799999999
WATER Group – Watershed And Terrestrial Environment Research Group,"Environmental technologies and related services, Fisheries and aquaculture, Forestry and forest-based industries, Mining, minerals and metals","1265 Military Trail, Scarborough, ON, M1C 1A4, Canada",University of Toronto,43.7825961,-79.1852302
Water Management – CanmetMINING,"Clean technology, Environmental technologies and related services, Mining, minerals and metals","555 Booth Street, Ottawa, ON, K1A 0G1, Canada",Natural Resources Canada,45.4024061,-75.7060068
Water System (WSYS) Pilot Flow Loop,"Chemical industries, Environmental technologies and related services, Manufacturing and processing","Wallberg Building, 200 College Street, Toronto, ON, M5S 3E5, Canada",University of Toronto,43.6591675,-79.3952485
Waterloo Forming and Crash Laboratory,"Aerospace and satellites, Automotive, Clean technology, Defence and security industries, Manufacturing and processing, Mining, minerals and metals, Transportation","200 University Ave W, Waterloo, ON, N2L3G1, Canada",University of Waterloo,43.471643,-80.5408362
Waterloo RoboHub,"Aerospace and satellites, Automotive, Construction (including building, civil engineering, specialty trades), Defence and security industries, Education, Healthcare and social services, Manufacturing and processing","200 University Ave W, Waterloo, ON, N2L 3G1, Canada",University of Waterloo,43.471643,-80.5408362
"Wearable, Interactive and Mobile Technology Access Centre in Health (WIMTACH)","Environmental technologies and related services, Healthcare and social services, Life sciences, pharmaceuticals and medical equipment","941 Progress Avenue, Toronto, ON, M1G 3T8, Canada",Centennial College,43.786151,-79.2264871
Western Nanofabrication Facility,"Aerospace and satellites, Automotive, Defence and security industries, Energy, Manufacturing and processing, Mining, minerals and metals","1151 Richmond Street, London, ON, N6A5B7, Canada",Western University (The University of Western Ontario),43.0083511,-81.2620991
